TechRep,Sample.Name,Standard,TissueWeight,Solvent,Area.Xanthophyll,Lutein Conversion,ug/g dry Lutein,Area.Lycopene,Lycopene Conversion,ug/g dry Lycopene,Area.zeta-Carotene,Zeta Conversion,ug/g dry Zeta,Area.alpha-Carotene,Alpha Conversion,ug/g dry Alpha,Area.beta-Carotene,Beta Conversion,ug/g dry Beta,Area.Phytoene,Phytoene Conversion,ug/g dry Phytoene,Total
80210,80210,18567.48448,0.101,1.761760243,224000,12.06410057,210.4361657,,0,0,61960,3.337016388,58.20814656,252502,13.59914965,237.2122889,392314,21.12908727,368.5582765,19161,1.031965317,18.0007472,892.4156249
80210B,80210,18567.48448,0.101,1.761760243,186129,10.02445971,174.858362,,0,0,51355,2.765856627,48.24530934,209166,11.26517705,196.5004064,331256,17.84065043,311.1975113,16618,0.895005461,15.61173305,746.4133221
80211,80211,18567.48448,0.101,1.746585736,125991,6.78557185,117.342406,38122,2.053159115,35.50513291,38795,2.089405274,36.13193513,436411,23.5040455,406.4537684,933134,50.25635007,869.0794473,23454,1.263175958,21.844011,1486.356701
80211B,80211,18567.48448,0.101,1.746585736,124445,6.702308013,115.9025304,36371,1.958854472,33.8743295,40218,2.166044627,37.45725396,437144,23.54352311,407.1364519,910613,49.04342325,848.104391,22604,1.217397005,21.05235885,1463.527316
80212,80212,18567.48448,0.101,1.742033384,26419,1.422863718,24.5413475,,0,0,,0,0,24663,1.328289787,22.91015002,28868,1.55476096,26.81629205,,0,0,74.26778957
80212B,80212,18567.48448,0.101,1.742033384,26933,1.45054652,25.01881647,,0,0,,0,0,25831,1.391195454,23.99513787,29881,1.609318701,27.75729606,,0,0,76.77125039
80213,80213,18567.48448,0.101,1.734446131,83448,4.494308321,77.17956116,17619,0.94891691,16.29549765,,0,0,223971,12.06253869,207.146768,405441,21.83607588,374.9851219,17934,0.965882051,16.58683551,692.1937842
80213B,80213,18567.48448,0.101,1.734446131,86761,4.672738523,80.24369554,18089,0.974229978,16.73019224,,0,0,229566,12.36387192,212.3214833,419925,22.61614924,388.3811142,17832,0.960388577,16.49249754,714.1689828
80214,80214,18567.48448,0.1,1.675265554,64692,3.484155329,58.36885407,,0,0,,0,0,,0,0,,0,0,,0,0,58.36885407
80214B,80214,18567.48448,0.1,1.675265554,64448,3.471014077,58.1487032,,0,0,,0,0,,0,0,,0,0,,0,0,58.1487032
80215,80215,26316.78606,0.102,1.836115326,18364,0.697805574,12.56128931,,0,0,,0,0,,0,0,,0,0,,0,0,12.56128931
80215B,80215,26316.78606,0.102,1.836115326,18772,0.713308987,12.84036827,,0,0,,0,0,,0,0,,0,0,,0,0,12.84036827
80217,80217,26316.78606,0.101,1.834597876,5399,0.205154231,3.726490257,,0,0,,0,0,,0,0,,0,0,,0,0,3.726490257
80217B,80217,26316.78606,0.101,1.834597876,5145,0.195502596,3.551174731,,0,0,,0,0,,0,0,,0,0,,0,0,3.551174731
80218,80218,26316.78606,0.101,1.831562974,77932,2.961303855,53.70113363,,0,0,,0,0,,0,0,,0,0,,0,0,53.70113363
80218B,80218,26316.78606,0.101,1.831562974,78778,2.993450638,54.28409261,,0,0,,0,0,,0,0,,0,0,,0,0,54.28409261
80219,80219,26316.78606,0.1,1.808801214,21765,0.82703868,14.95948568,,0,0,,0,0,,0,0,,0,0,,0,0,14.95948568
80219B,80219,26316.78606,0.1,1.808801214,22282,0.846683936,15.31482931,,0,0,,0,0,,0,0,,0,0,,0,0,15.31482931
80220B,80220,26316.78606,0.1,1.802731411,3975,0.15104428,2.722922679,,0,0,,0,0,,0,0,,0,0,,0,0,2.722922679
80221B,80221,26316.78606,0.101,1.836115326,3990,0.151614258,2.756250133,,0,0,,0,0,,0,0,,0,0,,0,0,2.756250133
80223B,80223,26316.78606,0.1,1.802731411,3712,0.141050658,2.542764525,,0,0,,0,0,,0,0,,0,0,,0,0,2.542764525
80224,80224,26316.78606,0.1,1.79969651,40557,1.541107638,27.73526038,,0,0,,0,0,93884,3.5674569,64.20339732,226522,8.607510033,154.9090576,16466,0.625684305,11.2604186,258.1081339
80224B,80224,26316.78606,0.1,1.79969651,38612,1.467200437,26.40515506,,0,0,,0,0,92129,3.500769425,63.00322517,215531,8.189867849,147.3927658,15559,0.59121961,10.64015869,247.4413048
80225,80225,26316.78606,0.1,1.842185129,33545,1.274661728,23.48162881,15132,0.574994225,10.5924581,,0,0,235721,8.957058795,165.0056051,375512,14.26891563,262.8598419,,0,0,461.9395339
80225B,80225,26316.78606,0.1,1.842185129,32429,1.232255334,22.70042452,14685,0.558008868,10.27955639,,0,0,235473,8.947635152,164.8320042,369639,14.04575009,258.7487193,,0,0,456.5607044
80226,80226,26316.78606,0.102,1.814871017,2556,0.097124322,1.728118792,,0,0,,0,0,,0,0,,0,0,,0,0,1.728118792
80226B,80226,26316.78606,0.102,1.814871017,3820,0.145154503,2.582712749,,0,0,,0,0,,0,0,,0,0,,0,0,2.582712749
80227,80227,26316.78606,0.102,1.79969651,4684,0.17798526,3.140386771,,0,0,,0,0,20143,0.765405014,13.50486993,22546,0.856715556,15.11596075,,0,0,31.76121744
80227B,80227,26316.78606,0.102,1.79969651,4751,0.180531163,3.185306906,,0,0,,0,0,19616,0.745379772,13.15154289,22361,0.849685822,14.99192754,,0,0,31.32877734
80228,80228,26316.78606,0.102,1.764795144,4305,0.163583805,2.830312793,,0,0,,0,0,,0,0,,0,0,,0,0,2.830312793
80228B,80228,26316.78606,0.102,1.764795144,4159,0.158036015,2.734325413,,0,0,,0,0,,0,0,,0,0,,0,0,2.734325413
80229,80229,26316.78606,0.101,1.764795144,116520,4.427592327,77.36429147,12375,0.470232192,8.216470193,100945,3.835764739,67.02315828,186054,7.069784267,123.5318905,529268,20.11142238,351.4112926,52679,2.001726194,34.97660067,662.5237038
80229B,80229,26316.78606,0.101,1.764795144,115915,4.404603197,76.96259737,12231,0.464760399,8.120860358,101039,3.839336604,67.08557025,187024,7.106642871,124.175929,532767,20.24437934,353.7344788,52169,1.982346928,34.63798251,664.7174183
80230,80230,26316.78606,0.101,1.748103187,11569,0.439605352,7.608668484,,0,0,,0,0,46198,1.755457521,30.38337511,85368,3.243861155,56.14459427,,0,0,94.13663786
80230B,80230,26316.78606,0.101,1.748103187,11113,0.422278008,7.308767643,,0,0,,0,0,45191,1.71719297,29.72109408,83819,3.185001384,55.12585216,,0,0,92.15571389
80231,80231,26316.78606,0.1,1.743550835,15882,0.603493146,10.52220978,,0,0,,0,0,59579,2.263916265,39.47253094,152724,5.803292229,101.1833501,,0,0,151.1780908
80231B,80231,26316.78606,0.1,1.743550835,15627,0.593803513,10.3532661,,0,0,,0,0,59841,2.273871888,39.64611228,151461,5.755300046,100.346582,,0,0,150.3459604
80232,80232,26316.78606,0.102,1.787556904,73331,2.786472476,48.83311876,17645,0.670484609,11.75028815,59771,2.271211989,39.80314385,583094,22.15673292,388.2982443,804964,30.58747365,536.0475462,51639,1.962207691,34.38782261,1059.120164
80232B,80232,26316.78606,0.102,1.787556904,73194,2.781266673,48.74188671,18079,0.686975984,12.03930062,57127,2.170743794,38.04243192,570298,21.67050334,379.7770378,803075,30.51569437,534.7896094,47755,1.81462128,31.80136077,1045.191627
80233,80233,26316.78606,0.103,1.761760243,71526,2.717885073,46.48797929,,0,0,,0,0,,0,0,,0,0,,0,0,46.48797929
80233B,80233,26316.78606,0.103,1.761760243,74365,2.825762988,48.33317367,,0,0,,0,0,,0,0,,0,0,,0,0,48.33317367
80234,80234,26316.78606,0.102,1.772382398,3879,0.147396418,2.561204087,,0,0,,0,0,,0,0,,0,0,,0,0,2.561204087
80234B,80234,26316.78606,0.102,1.772382398,3746,0.142342609,2.473387602,,0,0,,0,0,,0,0,,0,0,,0,0,2.473387602
80235,80235,26316.78606,0.101,1.770864947,96653,3.672674915,64.39417098,,0,0,42946,1.6318862,28.61237692,284881,10.82506805,189.7993422,238503,9.062770792,158.9004269,37363,1.419740234,24.8927546,466.5990716
80235B,80235,26316.78606,0.101,1.770864947,99129,3.766759352,66.04378317,,0,0,42883,1.629492291,28.57040376,291521,11.0773785,194.2231811,244125,9.276398702,162.6460326,36522,1.387783444,24.3324461,475.8158467
80236,80236,26316.78606,0.1,1.751138088,89276,3.392359531,59.40489983,,0,0,48131,1.828908739,32.02671752,133276,5.064296215,88.6828199,306291,11.63861724,203.8082595,24323,0.924238999,16.18470114,400.1073979
80236B,80236,26316.78606,0.1,1.751138088,90661,3.444987538,60.3264889,,0,0,48274,1.834342533,32.12187076,135769,5.159026627,90.34168024,310783,11.80930678,206.797269,24318,0.924049006,16.1813741,405.768683
80237,80237,26316.78606,0.044,1.796661608,94679,3.597665756,146.9042715,,0,0,19689,0.748153667,30.54952208,272372,10.34974405,422.6133591,404358,15.36502212,627.4033038,16109,0.612118819,24.99478141,1252.465238
80237B,80237,26316.78606,0.044,1.796661608,95701,3.636500285,148.4900103,,0,0,18328,0.696437626,28.43778966,272199,10.3431703,422.3449317,403559,15.33466127,626.1635725,13521,0.513778543,20.97923145,1246.415536
80238,80238,26316.78606,0.1,1.769347496,16321,0.620174514,10.97304223,,0,0,,0,0,82295,3.127091577,55.32911652,48821,1.855127746,32.82365633,,0,0,99.12581508
80238B,80238,26316.78606,0.1,1.769347496,15803,0.600491259,10.62477706,,0,0,,0,0,81719,3.105204406,54.9418564,46698,1.774456801,31.39630698,,0,0,96.96294045
80240,80240,26316.78606,0.101,1.75569044,5536,0.210360034,3.656703961,,0,0,,0,0,10310,0.391765164,6.810082702,13106,0.49800914,8.656929572,,0,0,19.12371623
80240B,80240,26316.78606,0.101,1.75569044,5720,0.217351769,3.778241809,,0,0,,0,0,10272,0.390321218,6.784982494,14257,0.541745484,9.417201656,,0,0,19.98042596
80241B,80241,26316.78606,0.102,1.789074355,3799,0.144356533,2.532005603,,0,0,,0,0,,0,0,,0,0,,0,0,2.532005603
80242,80242,26316.78606,0.094,1.754172989,140493,5.338531829,99.62455678,17623,0.66964864,12.49659103,26575,1.009811758,18.84451607,302992,11.51325999,214.8537202,734231,27.89972143,520.648274,28190,1.071179434,19.98972373,886.4573818
80242B,80242,26316.78606,0.094,1.754172989,142821,5.426992479,101.2753577,18854,0.716424869,13.36950164,26863,1.020755344,19.04873886,307331,11.67813575,217.9305351,743684,28.25892183,527.3514616,26975,1.025011183,19.12815884,898.1037536
80243,80243,26316.78606,0.101,1.775417299,9099,0.345748906,6.077708808,,0,0,,0,0,,0,0,,0,0,,0,0,6.077708808
80243B,80243,26316.78606,0.101,1.775417299,9040,0.343506991,6.038299552,,0,0,,0,0,,0,0,,0,0,,0,0,6.038299552
80244,80244,26316.78606,0.102,1.761760243,85602,3.252752818,56.18206465,,0,0,,0,0,12554,0.477033935,8.239406084,29617,1.125403381,19.43814641,,0,0,83.85961714
80244B,80244,26316.78606,0.102,1.761760243,84930,3.227217785,55.74101949,,0,0,,0,0,12237,0.464988391,8.031353533,28725,1.091508664,18.85271147,,0,0,82.62508449
80245B,80245,26316.78606,0.101,1.751138088,4423,0.168067635,2.913956807,,0,0,,0,0,,0,0,,0,0,,0,0,2.913956807
80246,80246,26316.78606,0.102,1.743550835,20457,0.777336562,13.28750796,,0,0,,0,0,17647,0.670560606,11.46231867,83022,3.154716531,53.9255749,,0,0,78.67540152
80246B,80246,26316.78606,0.102,1.743550835,19515,0.741541918,12.67564735,,0,0,,0,0,17357,0.659541023,11.27395393,83322,3.166116099,54.12043497,,0,0,78.07003625
80247,80247,26316.78606,0.101,1.758725341,3483,0.132348988,2.304609099,,0,0,,0,0,,0,0,,0,0,,0,0,2.304609099
80247B,80247,26316.78606,0.101,1.758725341,3660,0.139074733,2.421725324,,0,0,,0,0,,0,0,,0,0,,0,0,2.421725324
80248,80248,26316.78606,0.1,1.7784522,36540,1.388467419,24.69322936,,0,0,,0,0,545097,20.7129016,368.3690543,488993,18.58103033,330.4547428,12035,0.457312682,8.133087447,731.6501139
80248B,80248,26316.78606,0.1,1.7784522,34921,1.326947748,23.59913143,,0,0,,0,0,519732,19.7490681,351.2277362,469460,17.83880444,317.2546101,,0,0,692.0814777
80249,80249,26316.78606,0.1,1.743550835,57158,2.171921749,37.86855978,,0,0,,0,0,10619,0.403506719,7.03534477,51680,1.963765632,34.23925207,,0,0,79.14315662
80249B,80249,26316.78606,0.1,1.743550835,56860,2.160598178,37.67112756,,0,0,,0,0,10320,0.392145149,6.837250026,52834,2.007615971,35.00380502,,0,0,79.51218261
80250,80250,26316.78606,0.1,1.729893778,178391,6.778601294,117.262602,,0,0,,0,0,84256,3.201606755,55.38439606,281274,10.68800724,184.8911724,,0,0,357.5381705
80250B,80250,26316.78606,0.1,1.729893778,177857,6.758310062,116.9115853,,0,0,,0,0,83251,3.163418201,54.72377465,279185,10.60862825,183.5180001,,0,0,355.15336
80251,80251,26316.78606,0.101,1.742033384,88132,3.348889177,57.7611559,,0,0,,0,0,,0,0,,0,0,,0,0,57.7611559
80251B,80251,26316.78606,0.101,1.742033384,81589,3.100264593,53.47291504,,0,0,,0,0,,0,0,,0,0,,0,0,53.47291504
80253,80253,26316.78606,0.1,1.752655539,3908,0.148498376,2.602665018,,0,0,,0,0,,0,0,,0,0,,0,0,2.602665018
80253B,80253,26316.78606,0.1,1.752655539,3705,0.140784668,2.46747029,,0,0,,0,0,,0,0,,0,0,,0,0,2.46747029
80254,80254,27611.12106,0.1,1.804248862,106396,3.853374869,69.52447222,12484,0.452136658,8.157670506,,0,0,148959,5.394891416,97.33726698,346452,12.54755282,226.389079,,0,0,401.4084887
80254B,80254,27611.12106,0.1,1.804248862,109375,3.961266178,71.47109994,13302,0.481762402,8.692192653,,0,0,151767,5.496589569,99.17215474,346452,12.54755282,226.389079,,0,0,405.7245263
80255,80255,27611.12106,0.1,1.781487102,3616,0.130961723,2.333066211,,0,0,,0,0,,0,0,,0,0,,0,0,2.333066211
80255B,80255,27611.12106,0.1,1.781487102,4088,0.148056285,2.637603615,,0,0,,0,0,,0,0,,0,0,,0,0,2.637603615
80256,80256,27611.12106,0.1,1.779969651,4554,0.164933542,2.935766995,,0,0,,0,0,,0,0,9167,0.332003905,5.90956874,,0,0,8.845335736
80256B,80256,27611.12106,0.1,1.779969651,4966,0.179855066,3.20136559,,0,0,,0,0,,0,0,8659,0.313605521,5.582083094,,0,0,8.783448684
80257,80257,27611.12106,0.101,1.775417299,3578,0.129585466,2.27790375,,0,0,,0,0,,0,0,11730,0.424828821,7.467806312,,0,0,9.745710061
80257B,80257,27611.12106,0.101,1.775417299,3798,0.13755327,2.417964908,,0,0,,0,0,,0,0,11789,0.426965641,7.505368168,,0,0,9.923333076
80258,80258,27611.12106,0.101,1.769347496,7941,0.287601506,5.038287174,,0,0,,0,0,,0,0,,0,0,,0,0,5.038287174
80258B,80258,27611.12106,0.101,1.769347496,8611,0.311867091,5.463378776,,0,0,,0,0,,0,0,,0,0,,0,0,5.463378776
80259,80259,27611.12106,0.101,1.819423369,134620,4.875571684,87.82900057,10239,0.37082884,6.680145126,15310,0.554486722,9.988575239,176347,6.386810576,115.0525982,382506,13.85333102,249.5551901,15644,0.566583297,10.20648407,479.3119933
80259B,80259,27611.12106,0.101,1.819423369,132421,4.795929861,86.39432539,10066,0.364563249,6.567276183,,0,0,172291,6.239913245,112.406376,373012,13.50948407,243.3610991,15270,0.55303803,9.962478374,458.691555
80260,80260,27611.12106,0.101,1.757207891,91957,3.330433408,57.94320657,26348,0.954253177,16.60219023,,0,0,347594,12.58891297,219.0231406,517790,18.75295099,326.2656778,7844,0.284088429,4.942598305,624.7768135
80260B,80260,27611.12106,0.101,1.757207891,91963,3.330650711,57.94698724,24821,0.898949374,15.64000925,,0,0,350332,12.68807591,220.7483872,511580,18.52804161,322.3526824,8403,0.304333894,5.294830897,621.982897
80262,80262,27611.12106,0.101,1.760242792,69202,2.506308956,43.68031955,,0,0,,0,0,,0,0,,0,0,,0,0,43.68031955
80262B,80262,27611.12106,0.101,1.760242792,68094,2.466180198,42.98094968,,0,0,,0,0,,0,0,,0,0,,0,0,42.98094968
80263,80263,27611.12106,0.101,1.781487102,104198,3.773769264,66.56357691,,0,0,,0,0,,0,0,,0,0,,0,0,66.56357691
80263B,80263,27611.12106,0.101,1.781487102,108590,3.932835605,69.36926637,,0,0,,0,0,,0,0,,0,0,,0,0,69.36926637
80264,80264,27611.12106,0.1,1.761760243,73670,2.668127811,47.00601501,,0,0,,0,0,,0,0,,0,0,,0,0,47.00601501
80264B,80264,27611.12106,0.1,1.761760243,73426,2.659290792,46.85032792,,0,0,,0,0,,0,0,,0,0,,0,0,46.85032792
80266,80266,27611.12106,0.1,1.804248862,155817,5.643269596,101.8186275,72391,2.621805896,47.30390305,,0,0,,0,0,178794,6.475434286,116.8329494,19195,0.695190896,12.54297384,278.4984538
80266B,80266,27611.12106,0.1,1.804248862,160668,5.818959674,104.9885137,73742,2.670735456,48.18671407,,0,0,,0,0,181611,6.577458395,118.6737182,20139,0.729380019,13.15983069,285.0087767
80267,80267,27611.12106,0.1,1.779969651,110202,3.991217878,71.04246693,17337,0.62789917,11.17641467,,0,0,,0,0,67922,2.459950824,43.78637809,,0,0,126.0052597
80267B,80267,27611.12106,0.1,1.779969651,107951,3.909692756,69.59134451,17034,0.616925331,10.98108366,,0,0,,0,0,67342,2.438944795,43.41247716,,0,0,123.9849053
80270,80270,27611.12106,0.1,1.77693475,175235,6.346536949,112.7738204,26978,0.97707007,17.36189761,,0,0,110372,3.997374817,71.0307422,365014,13.21981817,234.907543,31436,1.138526753,20.2308775,456.3048807
80270B,80270,27611.12106,0.1,1.77693475,170818,6.186565175,109.9312264,25971,0.940599259,16.71383508,,0,0,110033,3.985097156,70.81257616,355869,12.88861105,229.0222085,32627,1.181661546,20.99735463,447.4772008
80271,80271,27611.12106,0.1,1.758725341,18595,0.673460522,11.84432086,,0,0,,0,0,56045,2.029798061,35.69857288,65318,2.365640999,41.60512773,,0,0,89.14802148
80271B,80271,27611.12106,0.1,1.758725341,18159,0.657669783,11.56660514,,0,0,,0,0,54874,1.987387614,34.9526896,64309,2.329097752,40.9624324,,0,0,87.48172713
80272,80272,27611.12106,0.1,1.663125948,72797,2.636510116,43.84848388,,0,0,28752,1.041319544,17.31845555,201665,7.303759944,121.4707268,288302,10.44151736,173.6555847,12575,0.455432431,7.574414945,363.8676659
80272B,80272,27611.12106,0.1,1.663125948,77312,2.800031184,46.56804519,,0,0,28777,1.042224977,17.33351403,211354,7.654669274,127.306791,303750,11.00100207,182.96052,13501,0.488969643,8.132181008,382.3010512
80273,80273,27611.12106,0.1,1.676783005,7612,0.275686017,4.622656285,,0,0,,0,0,17254,0.624893135,10.47810188,14699,0.532357957,8.926487748,,0,0,24.02724592
80273B,80273,27611.12106,0.1,1.676783005,7718,0.27952505,4.687028535,,0,0,,0,0,17421,0.630941423,10.57951854,15627,0.565967603,9.490048577,,0,0,24.75659565
80274,80274,27611.12106,0.1,1.769347496,3785,0.137082446,2.425464819,,0,0,,0,0,,0,0,,0,0,,0,0,2.425464819
80274B,80274,27611.12106,0.1,1.769347496,3603,0.130490899,2.308837448,,0,0,,0,0,,0,0,,0,0,,0,0,2.308837448
80275,80275,27611.12106,0.1,1.729893778,8563,0.310128661,5.36489641,,0,0,,0,0,53878,1.951315192,33.75568011,40672,1.47302965,25.48184828,,0,0,64.60242479
80275B,80275,27611.12106,0.1,1.729893778,9030,0.327042136,5.657481558,,0,0,,0,0,54730,1.982172324,34.28947571,40261,1.458144344,25.22434828,,0,0,65.17130555
80276,80276,27611.12106,0.1,1.754172989,82385,2.9837615,52.34033831,22389,0.810868923,14.22404363,22219,0.804711984,14.11604026,622137,22.53211663,395.2523039,721591,26.13407107,458.4368157,25279,0.915536893,16.06010089,950.4296426
80276B,80276,27611.12106,0.1,1.754172989,85813,3.107914373,54.51819447,22947,0.831078171,14.5785488,20239,0.733001748,12.85811867,622606,22.54910254,395.5502661,720069,26.07894835,457.4698679,25835,0.935673707,16.41333544,951.3883313
80277,80277,27611.12106,0.101,1.754172989,43659,1.581210698,27.46254551,10720,0.388249357,6.743134013,,0,0,120351,4.358787162,75.70363075,305075,11.04898998,191.8994038,,0,0,301.8087141
80277B,80277,27611.12106,0.101,1.754172989,46326,1.677802212,29.14015171,11869,0.429863024,7.465882239,,0,0,124245,4.499817292,78.15304902,318118,11.52137211,200.1037599,,0,0,314.8628429
80286,80286,27611.12106,0.099,1.789074355,9236,0.334502898,6.044955109,,0,0,,0,0,,0,0,,0,0,,0,0,6.044955109
80286B,80286,27611.12106,0.099,1.789074355,9176,0.33232986,6.005685153,,0,0,,0,0,,0,0,,0,0,,0,0,6.005685153
80287,80287,27611.12106,0.101,1.775417299,139263,5.043728565,88.66062322,20573,0.745098323,13.09762824,20651,0.747923272,13.14728629,457847,16.58197793,291.48446,732903,26.54376106,466.59656,12119,0.438917347,7.715459905,880.7020177
80287B,80287,27611.12106,0.101,1.775417299,140591,5.091825127,89.5060833,20987,0.760092281,13.36119787,20119,0.728655673,12.80859294,456266,16.52471839,290.4779296,741885,26.86906476,472.3148751,15064,0.545577268,9.590369504,888.0590484
80288,80288,27611.12106,0.1,1.763277693,73104,2.647628825,46.68504847,,0,0,36125,1.308349629,23.06983716,134835,4.883358401,86.10716938,275937,9.993690564,176.2165165,21605,0.782474567,13.7971995,345.875771
80288B,80288,27611.12106,0.1,1.763277693,79397,2.875544235,50.70383007,,0,0,37229,1.348333518,23.77486416,143448,5.195297927,91.60752945,295570,10.70474463,188.7543743,25265,0.915029851,16.13451726,370.9751152
80290,80290,27611.12106,0.1,1.767830046,19003,0.688237177,12.16686359,,0,0,,0,0,26696,0.966856794,17.09238491,78727,2.851278651,50.40576067,,0,0,79.66500917
80290B,80290,27611.12106,0.1,1.767830046,18650,0.675452473,11.94085176,,0,0,,0,0,26285,0.951971488,16.82923799,76793,2.78123441,49.16749754,,0,0,77.93758729
80291,80291,27611.12106,0.1,1.807283763,152873,5.536645892,100.0629022,,0,0,23952,0.867476549,15.67776281,108558,3.931676652,71.05655375,393755,14.26073933,257.7320264,13404,0.485456566,8.773577686,453.3028229
80291B,80291,27611.12106,0.1,1.807283763,151737,5.49550305,99.31933433,,0,0,24519,0.888011752,16.04889222,107804,3.904368814,70.56302364,395863,14.33708538,259.1118161,15711,0.569009855,10.28362273,455.3266891
80292,80292,27611.12106,0.1,1.816388467,6767,0.245082407,4.45164857,,0,0,,0,0,24426,0.884643544,16.06856332,81176,2.939974796,53.40136313,,0,0,73.92157502
80292B,80292,27611.12106,0.1,1.816388467,6737,0.243995888,4.431913169,,0,0,,0,0,24827,0.899166678,16.33235984,81015,2.934143812,53.29544982,,0,0,74.05972283
80293,80293,27611.12106,0.1,1.770864947,55610,2.01404354,35.66599106,,0,0,,0,0,106883,3.87101269,68.55040681,355468,12.87408792,227.9827101,,0,0,332.199108
80293B,80293,27611.12106,0.1,1.770864947,52544,1.903001326,33.69958343,,0,0,,0,0,101218,3.665841737,64.91710634,332891,12.05641014,213.5027411,,0,0,312.1194308
80294,80294,27611.12106,0.1,1.764795144,145368,5.264835125,92.91355464,22850,0.827565094,14.6048286,30050,1.088329588,19.20678772,486963,17.63648057,311.2477526,751923,27.23261393,480.5998483,29008,1.050591171,18.54078197,937.1135538
80294B,80294,27611.12106,0.1,1.764795144,140194,5.077446863,89.60653568,21637,0.78363352,13.82952632,29504,1.068554947,18.85780582,470374,17.03567193,300.644711,709068,25.68052193,453.2086041,27778,1.006043903,17.75461395,893.9017968
80295,80295,27611.12106,0.1,1.743550835,17182,0.62228549,10.84986386,,0,0,,0,0,52774,1.911331303,33.32503289,99420,3.600723049,62.78043677,,0,0,106.9553335
80295B,80295,27611.12106,0.1,1.743550835,16947,0.613774427,10.70146914,,0,0,,0,0,51121,1.851464122,32.28121814,95169,3.446763346,60.09607108,,0,0,103.0787584
80296,80296,27611.12106,0.101,1.73292868,3635,0.131649852,2.258809942,,0,0,,0,0,,0,0,,0,0,,0,0,2.258809942
80296B,80296,27611.12106,0.101,1.73292868,3523,0.127593515,2.189212497,,0,0,,0,0,,0,0,,0,0,,0,0,2.189212497
80297,80297,27611.12106,0.1,1.802731411,4208,0.15240236,2.747405207,,0,0,,0,0,,0,0,,0,0,,0,0,2.747405207
80297B,80297,27611.12106,0.1,1.802731411,3962,0.143492906,2.58679169,,0,0,,0,0,,0,0,,0,0,,0,0,2.58679169
80298,80298,27611.12106,0.1,1.769802731,3646,0.132048242,2.336993396,,0,0,,0,0,,0,0,,0,0,,0,0,2.336993396
80298B,80298,27611.12106,0.1,1.769802731,3686,0.133496934,2.362632381,,0,0,,0,0,,0,0,,0,0,,0,0,2.362632381
80299,80299,27611.12106,0.093,1.752655539,3574,0.129440597,2.439406233,,0,0,,0,0,,0,0,,0,0,,0,0,2.439406233
80299B,80299,27611.12106,0.093,1.752655539,3576,0.129513032,2.440771317,,0,0,,0,0,,0,0,,0,0,,0,0,2.440771317
80300,80300,27611.12106,0.101,1.73292868,104140,3.771668661,64.71319598,,0,0,,0,0,,0,0,,0,0,,0,0,64.71319598
80300B,80300,27611.12106,0.101,1.73292868,106257,3.848340666,66.02871197,,0,0,,0,0,,0,0,,0,0,,0,0,66.02871197
80301,80301,27611.12106,0.1,1.734446131,109730,3.974123317,68.92902808,,0,0,,0,0,,0,0,,0,0,,0,0,68.92902808
80301B,80301,27611.12106,0.1,1.734446131,110960,4.018670584,69.70167644,,0,0,,0,0,,0,0,,0,0,,0,0,69.70167644
80302,80302,17986.86724,0.102,1.796661608,21365,1.187811069,20.92249554,,0,0,,0,0,31221,1.735766411,30.5743615,129766,7.214485895,127.0783317,,0,0,178.5751887
80302B,80302,17986.86724,0.102,1.796661608,21623,1.202154867,21.17515194,,0,0,,0,0,31373,1.744217021,30.72321332,129730,7.212484435,127.0430773,,0,0,178.9414426
80304,80304,17986.86724,0.097,1.758725341,3978,0.221161359,4.009918416,,0,0,,0,0,,0,0,,0,0,,0,0,4.009918416
80304B,80304,17986.86724,0.097,1.758725341,3858,0.214489825,3.888955568,,0,0,,0,0,,0,0,,0,0,,0,0,3.888955568
80307,80307,17986.86724,0.1,1.773899848,38532,2.142229633,38.0010082,,0,0,,0,0,,0,0,,0,0,,0,0,38.0010082
80307B,80307,17986.86724,0.1,1.773899848,40591,2.25670204,40.03163407,,0,0,,0,0,,0,0,,0,0,,0,0,40.03163407
80308,80308,17986.86724,0.098,1.754172989,18337,1.019466022,18.24816082,,0,0,,0,0,,0,0,27413,1.524056393,27.28018937,,0,0,45.52835019
80308B,80308,17986.86724,0.098,1.754172989,18994,1.055992672,18.90197778,,0,0,,0,0,,0,0,27623,1.535731577,27.48917196,,0,0,46.39114974
80312,80312,17986.86724,0.061,1.808801214,16965,0.943188148,27.96786667,,0,0,,0,0,,0,0,,0,0,,0,0,27.96786667
80312B,80312,17986.86724,0.061,1.808801214,16715,0.929289118,27.55572599,,0,0,,0,0,,0,0,,0,0,,0,0,27.55572599
80313,80313,17986.86724,0.102,1.811836115,105794,5.881735746,104.4778553,19094,1.061552284,18.85645849,24266,1.349095408,23.96411552,198339,11.02687852,195.8715367,550094,30.58309113,543.2504807,22711,1.262643444,22.42846071,908.8489075
80313B,80313,17986.86724,0.102,1.811836115,110831,6.161773394,109.4521919,21175,1.177247806,20.91156953,24311,1.351597233,24.0085557,205858,11.44490573,203.2969955,562189,31.25552619,555.1950112,24202,1.345537257,23.90091173,936.7652356
80314,80314,17986.86724,0.098,1.793626707,72988,4.057849487,74.26803279,12547,0.697564497,12.767044,,0,0,208032,11.56577169,211.6803776,269290,14.97147871,274.0126945,,0,0,572.7281489
