SampleID,Genotype,Location,Year,Trial,Plot,Sample,2,Seed Size,ConvZeta,gramtissue,ug_gramdryZeta,ug_gramfreshZeta,ConvAlpha,ug_gramdryAlpha,ug_gramfreshAlpha,ConvBeta,ug_gramdryBeta,ug_gramfreshBeta,ConvPhyto,ug_gramdryPhyto,ug_gramfreshPhyto,avg.ug.fresh450,avg.ug.dry450,Group.Beta,Group.Alpha
24319_4,L1408,Hancock,2022,WI_22,24319,4,102,Large,0.059769348,0.000503091,118.804311,18.91084782,0.32072371,637.5066978,101.4760495,0.362173626,719.8972361,114.5906825,0.039324067,78.16496042,12.44202049,230.5341316,1448.293008,C,A
24319_5,L1408,Hancock,2022,WI_22,24319,5,102,Large,0.051534574,0.000514938,100.0791004,14.04396984,0.291889967,566.8444105,79.54453801,0.336264064,653.0180096,91.63716696,0.032888343,63.86849595,8.96258287,186.9279003,1332.071794,C,A
24319_6,L1408,Hancock,2022,WI_22,24319,6,102,Large,0.069890766,0.000525619,132.9684647,22.04524731,0.293641184,558.6577426,92.62157099,0.300446054,571.604133,94.76799255,0.062020736,117.9955879,19.5628484,201.3915208,1214.716304,C,A
24319_7,L1408,Hancock,2022,WI_22,24319,7,102,Large,0.043065023,0.000475093,90.64552762,13.06325939,0.249835298,525.8664904,75.78454834,0.217469412,457.7410683,65.96674395,0.040390822,85.01672841,12.2520725,156.0692716,1082.959547,C,A
24319_8,L1408,Hancock,2022,WI_22,24319,8,102,Large,0.047324108,0.000513761,92.1131333,15.64064337,0.310474998,604.318303,102.6121544,0.339257603,660.341671,112.124821,0.049347214,96.05096883,16.30928072,222.50612,1310.415141,C,A
24319_9,L1408,Hancock,2022,WI_22,24319,9,102,Large,0.030804438,0.000516731,59.61411152,9.254680464,0.258093149,499.4732799,77.53978862,0.236580728,457.8414916,71.07674006,0.03228007,62.46981925,9.698009433,167.7974677,1080.868971,C,A
24319_10,L1408,Hancock,2022,WI_22,24319,10,102,Large,0.063924477,0.000475644,134.3956037,17.90856016,0.245168906,515.4461106,68.6845211,0.249611906,524.7871276,69.92923566,0.057333847,120.5393823,16.06218298,150.8905403,1132.364918,C,A
20237_1,NB3999,El Centro,2022,CA_22,20237,1,56,Neg,0.011917039,0.000505886,23.55678237,3.269546599,0.108574153,214.6219145,29.78829365,0.231776052,458.1589505,63.58984071,0.030245967,59.7881473,8.298252734,100.0660743,720.9668566,B,NA
20237_2,NB3999,El Centro,2022,CA_22,20237,2,56,Neg,0.009269521,0.000534452,17.34397653,2.275334442,0.099566314,186.2961245,24.439954,0.287414765,537.7748235,70.55000198,0.016943614,31.70278751,4.159048776,103.0809919,785.7457217,B,NA
20237_3,NB3999,El Centro,2022,CA_22,20237,3,56,Neg,0.013971898,0.000527185,26.50284033,3.300823737,0.204625266,388.1470401,48.34217568,0.293454911,556.6451156,69.32794326,0.026759976,50.76013169,6.321973248,121.646344,976.7179009,B,NA
20237_4,NB3999,El Centro,2022,CA_22,20237,4,56,Neg,0.009396834,0.000539006,17.4336317,2.338334475,0.135120441,250.6844251,33.62374768,0.297550451,552.0353785,74.0432848,0.019754391,36.64966014,4.915737884,115.0785951,857.9772764,B,NA
20237_5,NB3999,El Centro,2022,CA_22,20237,5,56,Neg,0.010227279,0.000542817,18.84113187,1.979646658,0.1552842,286.0712164,30.05763833,0.262016419,482.6978913,50.71729629,0.019702781,36.29730903,3.813775468,87.80927995,835.7179379,B,NA
20237_6,NB3999,El Centro,2022,CA_22,20237,6,56,Neg,0.009526453,0.000535509,17.78951953,2.148031851,0.140790421,262.9093776,31.7455295,0.294932389,550.7511833,66.50157594,0.021175208,39.54218424,4.774601758,104.3586946,864.2753758,B,NA
20237_7,NB3999,El Centro,2022,CA_22,20237,7,56,Neg,0.011127996,0.000519416,21.42404756,2.558949394,0.153791458,296.0852458,35.36526691,0.313841362,604.2194917,72.16970079,0.027048005,52.07386138,6.219850643,114.1861694,955.9899578,B,NA
20237_8,NB3999,El Centro,2022,CA_22,20237,8,56,Neg,0.006974671,0.000521997,13.36152369,1.673408554,0.127770825,244.7732488,30.6556092,0.287230506,550.253503,68.91421521,0.013702826,26.25079103,3.287671324,105.8164364,844.903546,B,NA
20237_9,NB3999,El Centro,2022,CA_22,20237,9,56,Neg,0.013299342,0.000510932,26.02957741,3.632962491,0.144936583,283.6710276,39.59212195,0.277567987,543.2582614,75.82285551,0.024807575,48.55358166,6.7766502,124.90409,894.9172164,B,NA
20237_10,NB3999,El Centro,2022,CA_22,20237,10,56,Neg,0.007306187,0.000532783,13.71325766,1.991573921,0.081248332,152.4980499,22.1472641,0.209134896,392.5331507,57.00751822,0.016437945,30.85299649,4.48077508,116.7370231,803.8089168,B,NA
20249_1,NB3999,El Centro,2022,CA_22,20249,1,62,Neg,0.011932377,0.000508197,23.47984759,2.304620857,0.117286167,230.7890051,22.65266641,0.273201658,537.5905818,52.76620569,0.026601083,52.34408741,5.137736738,81.31927352,828.4938248,B,NA
20249_2,NB3999,El Centro,2022,CA_22,20249,2,62,Neg,0.009899873,0.000520062,19.03594021,1.849298931,0.08954999,172.190927,16.72796267,0.233346318,448.689259,43.58915598,0.014089133,27.09124751,2.631853983,67.15698291,691.2870007,B,NA
20249_3,NB3999,El Centro,2022,CA_22,20249,3,62,Neg,0.008909033,0.000545993,16.31713391,1.733435982,0.13824571,253.200732,26.89855105,0.31975885,585.6469236,62.21567191,0.016638565,30.47397948,3.237375682,94.56798622,890.1848763,B,NA
20249_4,NB3999,El Centro,2022,CA_22,20249,4,62,Neg,0.007467685,0.000511363,14.60347841,1.503832144,0.111146096,217.3524508,22.38244841,0.240233749,469.7906273,48.37794301,0.013089544,25.59733979,2.635954346,77.91876296,756.656903,B,NA
20249_5,NB3999,El Centro,2022,CA_22,20249,5,62,Neg,0.022716226,0.000543166,41.82191057,5.3956328,0.182462657,335.9245084,43.33913185,0.29151349,536.6935212,69.24124525,0.033154255,61.03893749,7.874907884,117.3979678,909.9594969,B,NA
20249_6,NB3999,El Centro,2022,CA_22,20249,6,62,Neg,0.007295461,0.000529073,13.78912633,1.753301914,0.114526012,216.4652342,27.52378217,0.236955186,447.8682088,56.94691374,0.014437667,27.28858592,3.469772397,91.92916238,722.9917582,B,NA
20249_7,NB3999,El Centro,2022,CA_22,20249,7,62,Neg,0.013431567,0.000520729,25.79377166,3.247398239,0.121587489,233.4947081,29.39664327,0.286287907,549.7828084,69.21685388,0.019161204,36.79687572,4.632672995,106.8313613,848.5512206,B,NA
20249_8,NB3999,El Centro,2022,CA_22,20249,8,62,Neg,0.012357122,0.000534787,23.10662607,2.838107661,0.116884596,218.5629137,26.84533336,0.251513972,470.3068529,57.76617832,0.027173955,50.81267375,6.241146509,91.72903535,746.8175183,B,NA
20249_9,NB3999,El Centro,2022,CA_22,20249,9,62,Neg,0.007284233,0.00054378,13.39554758,1.467022034,0.110123336,202.5144366,22.17849916,0.281704596,518.0486668,56.73443394,0.019075773,35.07993396,3.841801598,84.50572249,771.6315091,B,NA
20249_10,NB3999,El Centro,2022,CA_22,20249,10,62,Neg,0.007698854,0.000507138,15.18098811,1.844007974,0.128320528,253.0288813,30.73497399,0.261842921,516.3150612,62.71588403,0.017021798,33.56443925,4.077013509,108.5380409,893.5507505,B,NA
20250_1,NB3999,El Centro,2022,CA_22,20250,1,40,Neg,0.016959754,0.000506979,33.45254819,4.22051624,0.126723688,249.9582467,31.53579912,0.27796846,548.2835124,69.17378777,0.019712115,38.88148905,4.905454588,108.2706106,858.1717523,B,NA
20250_2,NB3999,El Centro,2022,CA_22,20250,2,40,Neg,0.010103173,0.000519384,19.45223907,2.160434855,0.153246367,295.0543257,32.76978281,0.267562644,515.1542385,57.21486193,0.017175311,33.06864569,3.672721402,94.85752361,854.0832521,B,NA
20250_3,NB3999,El Centro,2022,CA_22,20250,3,40,Neg,0.01686071,0.00052467,32.13582716,3.236126519,0.115889398,220.8804805,22.24299929,0.38407367,732.0287964,73.71640968,0.028420395,54.16811797,5.454811608,101.9223849,1012.123638,B,NA
20250_4,NB3999,El Centro,2022,CA_22,20250,4,40,Neg,0.013968991,0.000528051,26.45387774,2.64065118,0.14709817,278.5682313,27.8069452,0.264090159,500.1226632,49.92271885,0.035025397,66.3296016,6.621083777,83.87464758,840.2509538,B,NA
20250_5,NB3999,El Centro,2022,CA_22,20250,5,40,Neg,0.013061657,0.000526988,24.78551429,2.600568631,0.357067723,677.5639014,71.09198568,0.382565885,725.948657,76.16865571,0.025418551,48.23368669,5.060819438,147.0157552,1401.178596,B,NA
20250_6,NB3999,El Centro,2022,CA_22,20250,6,40,Neg,0.011380618,0.000568387,20.02266891,2.231347207,0.133742669,235.30226,26.22233046,0.26677795,469.3599648,52.30596639,0.022486875,39.56263504,4.408901511,84.06038486,754.3036103,B,NA
20250_7,NB3999,El Centro,2022,CA_22,20250,7,40,Neg,0.011103336,0.00052071,21.32346031,2.257399529,0.16182694,310.7814143,32.90074912,0.256425172,492.4530968,52.13334854,0.023696639,45.5083367,4.817721717,89.24305818,842.9924722,B,NA
20250_8,NB3999,El Centro,2022,CA_22,20250,8,40,Neg,0.01061383,0.000547839,19.37399852,2.391585671,0.167386781,305.5401412,37.71681014,0.292215828,533.3973479,65.84420109,0.02187469,39.92905481,4.928964729,107.4839101,870.7165038,B,NA
20250_9,NB3999,El Centro,2022,CA_22,20250,9,40,Neg,0.010943241,0.000523654,20.89783673,2.333859004,0.179373515,342.5418738,38.25488957,0.289789711,553.3989273,61.80329026,0.015229938,29.08395567,3.248080301,104.5247888,935.9357042,B,NA
20270_1,NB3999,El Centro,2022,CA_22,20270,1,19,Large,0.012428197,0.000479205,25.93502344,3.040925078,0.164749283,343.7969653,40.31077188,0.291207233,607.688006,71.25243984,0.019992018,41.71911948,4.891636862,118.8511647,1013.641462,B,NA
20270_2,NB3999,El Centro,2022,CA_22,20270,2,19,Large,0.007690433,0.000516467,14.89044961,1.772326686,0.077386794,149.8386529,17.8344543,0.202655625,392.3879538,46.70373694,0.017192222,33.28809973,3.962095773,70.0073275,588.1763171,B,NA
20270_3,NB3999,El Centro,2022,CA_22,20270,3,19,Large,0.014747708,0.00053848,27.38764273,3.180917716,0.142044877,263.7884074,30.63751147,0.342805201,636.6159773,73.93929664,0.028859631,53.59458386,6.224703708,112.7977717,971.1867295,B,NA
20270_4,NB3999,El Centro,2022,CA_22,20270,4,19,Large,0.011379014,0.000522662,21.77124678,3.217351223,0.141737961,271.1844853,40.07559808,0.27561855,527.3356139,77.92956921,0.011871764,22.71401431,3.356673253,127.0091028,859.4481385,B,NA
20270_5,NB3999,El Centro,2022,CA_22,20270,5,19,Large,0.01497617,0.000486141,30.8062543,4.275123205,0.131825407,271.1672581,37.63110654,0.261538531,537.9895119,74.65923719,0.025266466,51.97357954,7.21260864,121.0855969,872.534781,B,NA
20270_6,NB3999,El Centro,2022,CA_22,20270,6,19,Large,0.008526391,0.000526573,16.19223981,1.616683025,0.109399147,207.7569692,20.7430948,0.347791621,660.4816867,65.94452305,0.014860321,28.22083481,2.817654947,92.3145614,924.5965304,B,NA
20270_7,NB3999,El Centro,2022,CA_22,20270,7,19,Large,0.015327134,0.000521066,29.41495204,3.163780801,0.124315251,238.5786592,25.66077893,0.321838849,617.6545579,66.43300419,0.0316748,60.78844964,6.538216675,97.85012481,909.7522582,B,NA
20270_8,NB3999,El Centro,2022,CA_22,20270,8,19,Large,0.012100791,0.000529804,22.84010775,2.398377868,0.126524824,238.8141869,25.0772311,0.296655838,559.9345683,58.79721281,0.027207667,51.35416562,5.392561873,92.1112049,877.1886504,B,NA
20270_9,NB3999,El Centro,2022,CA_22,20270,9,19,Large,0.012125251,0.0005301,22.87351158,2.722246661,0.117788213,222.1999326,26.44469445,0.247748846,467.3623575,55.62222542,0.020031329,37.78782184,4.497244399,88.92953948,747.2250329,B,NA
20270_10,NB3999,El Centro,2022,CA_22,20270,10,19,Large,0.01757577,0.000522986,33.60657042,5.191314527,0.154901186,296.1860314,45.75280453,0.332277827,635.347303,98.14413198,0.031827544,60.85733912,9.400828011,154.4085017,999.5811579,B,NA
20274_1,NB3999,El Centro,2022,CA_22,20274,1,62,Large,0.005460343,0.0004899,11.14582237,1.50253075,0.065938563,134.5958527,18.14441329,0.214099573,437.0267278,58.91410032,0.01246528,25.44451903,3.430089858,85.82060586,636.620068,B,NA
20274_2,NB3999,El Centro,2022,CA_22,20274,2,62,Large,0.009232931,0.000505741,18.25625697,2.816288563,0.128381472,253.8484478,39.15975118,0.271417593,536.673506,82.78955867,0.016925825,33.46740319,5.162825272,129.3622476,838.575445,B,NA
20274_3,NB3999,El Centro,2022,CA_22,20274,3,62,Large,0.010687512,0.000514862,20.75802997,2.355613432,0.128985531,250.5246824,28.42944672,0.263787745,512.3469342,58.14093736,0.020709948,40.22430343,4.564638822,92.57907331,815.8211156,B,NA
20274_4,NB3999,El Centro,2022,CA_22,20274,4,62,Large,0.009384003,0.000497837,18.8495539,2.296747913,0.088681842,178.1343429,21.70500599,0.202455224,406.669816,49.55120192,0.02125427,42.69324371,5.202012679,76.79469248,630.2588485,B,NA
20274_5,NB3999,El Centro,2022,CA_22,20274,5,62,Large,0.011437558,0.000531475,21.52039798,2.473914724,0.084591133,159.1628895,18.29684639,0.240492239,452.4994324,52.01785811,0.02000201,37.63488733,4.326383834,76.48387986,665.327514,B,NA
20274_6,NB3999,El Centro,2022,CA_22,20274,6,62,Large,0.014402658,0.00054469,26.44191578,3.339097454,0.118716427,217.952111,27.52309419,0.245522252,450.7555899,56.92162606,0.019849486,36.44177504,4.601884343,94.79778562,750.6923947,B,NA
20274_8,NB3999,El Centro,2022,CA_22,20274,8,62,Large,0.011460214,0.000533895,21.4652779,2.217281491,0.151195138,283.1924082,29.25269769,0.272694341,510.7635613,52.75993147,0.018218824,34.12432999,3.524913381,88.16302771,853.4973559,B,NA
20274_10,NB3999,El Centro,2022,CA_22,20274,10,62,Large,0.010547367,0.000522336,20.19268442,3.255913587,0.117002421,223.9983688,36.11799785,0.26581866,508.9035404,82.05674478,0.017102837,32.74297749,5.279550904,129.1057614,800.6944371,B,NA
20275_1,NB3999,El Centro,2022,CA_22,20275,1,9,Small,0.013024165,0.00052069,25.01327044,2.972863103,0.121790196,233.9014619,27.79952456,0.282009754,541.6075826,64.37083879,0.028662634,55.04738596,6.542460853,98.72615808,830.66862,B,NA
20275_2,NB3999,El Centro,2022,CA_22,20275,2,9,Small,0.01483793,0.000526944,28.1584611,2.981412241,0.151361169,287.2434111,30.41327503,0.288817573,548.0992619,58.03264045,0.033753591,64.05537695,6.782170526,94.00751192,887.870128,B,NA
20275_3,NB3999,El Centro,2022,CA_22,20275,3,9,Small,0.018700138,0.000538996,34.69441075,3.97053135,0.174841923,324.3846329,37.12354026,0.36981071,686.1106822,78.52054305,0.026739112,49.60913809,5.677417018,120.5315293,1053.201704,B,NA
20275_4,NB3999,El Centro,2022,CA_22,20275,4,9,Small,0.009355132,0.000535928,17.45594711,2.085493577,0.180606448,336.9975686,40.2617091,0.232375169,433.5939697,51.80225587,0.035334509,65.93144283,7.876948735,97.01395743,812.0238437,B,NA
20275_5,NB3999,El Centro,2022,CA_22,20275,5,9,Small,0.012280233,0.000541078,22.6958688,2.32169871,0.131374642,242.8017147,24.83766684,0.226352703,418.3366264,42.79420253,0.017010817,31.4387585,3.21606217,74.71068714,730.3376384,B,NA
20275_6,NB3999,El Centro,2022,CA_22,20275,6,9,Small,0.013378938,0.000550668,24.29581996,3.299121029,0.143270453,260.1755952,35.32915451,0.271353794,492.7717709,66.91330914,0.024328479,44.1799149,5.999175436,109.0220438,802.8744397,B,NA
20275_7,NB3999,El Centro,2022,CA_22,20275,7,9,Small,0.018585757,0.000535795,34.68820408,4.283563516,0.167486927,312.5953272,38.60165074,0.315452367,588.7560165,72.70407502,0.026291312,49.06974751,6.059505982,117.4645848,951.2256502,B,NA
20275_8,NB3999,El Centro,2022,CA_22,20275,8,9,Small,0.005512572,0.000535458,10.29505137,1.016844816,0.13243825,247.3362168,24.42946042,0.237421764,443.3990994,43.7946407,0.012331094,23.02904269,2.274584345,73.37072854,742.8423761,B,NA
20275_9,NB3999,El Centro,2022,CA_22,20275,9,9,Small,0.021124707,0.00000984,2147.179264,295.743559,0.079264635,8056.697676,1109.696095,0.195705494,19892.09931,2739.855188,0.030510717,3101.201675,427.1466458,4426.066141,32134.45281,B,NA
20281_1,NB3999,El Centro,2022,CA_22,20281,1,5,Small,0.008006612,0.000512728,15.61569803,1.897043359,0.141013662,275.0260476,33.41101603,0.275334475,536.9986947,65.23626454,0.014325552,27.93984549,3.394218962,104.9139704,863.6096125,B,NA
20281_2,NB3999,El Centro,2022,CA_22,20281,2,5,Small,0.012016383,0.000510932,23.51856079,3.007104713,0.142963428,279.8091528,35.77665444,0.304191909,595.3668139,76.12414588,0.020569063,40.25793328,5.147416205,118.3044339,925.2587742,B,NA
20281_3,NB3999,El Centro,2022,CA_22,20281,3,5,Small,0.009032337,0.000500326,18.05288547,2.122059792,0.151591987,302.9861267,35.6150643,0.286639405,572.9047082,67.34314288,0.022174029,44.31911842,5.209572693,109.4510931,931.1274152,B,NA
20281_4,NB3999,El Centro,2022,CA_22,20281,4,5,Small,0.007215263,0.000538295,13.4039256,1.484491557,0.080823811,150.1478582,16.62895143,0.218706164,406.2944034,44.9973112,0.021267777,39.50953434,4.375700964,67.17843408,606.5745055,B,NA
20281_5,NB3999,El Centro,2022,CA_22,20281,5,5,Small,0.003300526,0.000562237,5.870340977,0.640741166,0.12561956,223.4279418,24.3869105,0.233914469,416.0421223,45.41053334,0.013879508,24.68620327,2.694471536,77.54256991,710.4293427,B,NA
20287_1,NB3999,El Centro,2022,CA_22,20287,1,65,Large,0.013868744,0.000513228,27.02256989,3.953797355,0.136521053,266.0046031,38.92036547,0.298215563,581.0584591,85.0173543,0.017812202,34.70620624,5.078025775,131.6451055,899.7398561,B,NA
20287_2,NB3999,El Centro,2022,CA_22,20287,2,65,Large,0.01283139,0.000534571,24.00314182,2.700844517,0.14650092,274.0531132,30.83658189,0.385790202,721.6815174,81.20393506,0.025116906,46.98514085,5.28678958,117.3984282,1043.351849,B,NA
20287_3,NB3999,El Centro,2022,CA_22,20287,3,65,Large,0.007926915,0.00052595,15.07162316,1.602686688,0.130648915,248.4057288,26.41497539,0.283519955,539.0628861,57.32288437,0.020756507,39.46481464,4.196610571,88.5176195,832.4173489,B,NA
20287_4,NB3999,El Centro,2022,CA_22,20287,4,65,Large,0.005732413,0.000524959,10.91973015,1.170779434,0.125968203,239.9580844,25.72755795,0.221706142,422.3302364,45.2809317,0.018175779,34.62322316,3.712194079,76.33552352,711.9729759,B,NA
20287_5,NB3999,El Centro,2022,CA_22,20287,5,65,Large,0.012793697,0.000541078,23.64483402,3.076934477,0.13937169,257.5815619,33.5194397,0.309112773,571.290703,74.34283779,0.024567862,45.40540661,5.908667445,114.1235565,876.9873301,B,NA
20287_6,NB3999,El Centro,2022,CA_22,20287,6,65,Large,0.007451545,0.00054212,13.7452009,1.638606126,0.120071468,221.4851315,26.40389878,0.300649366,554.5810789,66.11325362,0.013721603,25.3110181,3.017401464,100.5429664,843.3895438,B,NA
20287_7,NB3999,El Centro,2022,CA_22,20287,7,65,Large,0.01632068,0.000526317,31.00919277,3.54440335,0.161997144,307.7935828,35.18132878,0.353089788,670.8684382,76.68140083,0.021353538,40.5715908,4.637401671,118.3419131,1035.346949,B,NA
20287_8,NB3999,El Centro,2022,CA_22,20287,8,65,Large,0.019745011,0.00053935,36.60887926,3.636727845,0.204610442,379.3646442,37.6861022,0.424415024,786.9004775,78.1707317,0.037637201,69.78247609,6.932194568,118.1204482,1189.051644,B,NA
20287_9,NB3999,El Centro,2022,CA_22,20287,9,65,Large,0.010258055,0.000530463,19.33791081,1.827099159,0.147717931,278.4695832,26.31057441,0.303354178,571.8663324,54.03150865,0.022972889,43.30720485,4.091784182,86.46987739,915.1921329,B,NA
20287_10,NB3999,El Centro,2022,CA_22,20287,10,65,Large,0.016619516,0.000530542,31.32555232,4.774765781,0.12529804,236.1699526,35.9979673,0.29972796,564.9468921,86.11146137,0.025209695,47.51688382,7.242713186,123.3189985,809.0524054,B,NA
20290_1,NB3999,El Centro,2022,CA_22,20290,1,8,Small,0.011800352,0.000508849,23.19027938,2.805447781,0.104920373,206.1915494,24.94405589,0.247548665,486.4874287,58.85289501,0.020127741,39.55542713,4.785224165,89.89091934,743.0526944,B,NA
20290_2,NB3999,El Centro,2022,CA_22,20290,2,8,Small,0.012945671,0.000522339,24.7840283,2.930131425,0.144245775,276.1534191,32.64868009,0.32738782,626.7723651,74.10116631,0.026505219,50.74330218,5.999208139,113.3607882,958.8433335,B,NA
20290_3,NB3999,El Centro,2022,CA_22,20290,3,8,Small,0.020976342,0.00054212,38.69318804,4.653164116,0.11204576,206.6808221,24.85501541,0.21299248,392.8882373,47.24794052,0.030454165,56.17608287,6.755621498,79.34210987,659.7659357,B,NA
20290_4,NB3999,El Centro,2022,CA_22,20290,4,8,Small,0.013479185,0.00053935,24.99152081,3.24613802,0.171486165,317.9495013,41.29832564,0.300634981,557.4020644,72.40071733,0.028649127,53.11784617,6.899454472,118.6423404,913.4092578,B,NA
20290_5,NB3999,El Centro,2022,CA_22,20290,5,8,Small,0.007065294,0.00055138,12.81383329,1.489662787,0.113731106,206.2662054,23.97932635,0.245777448,445.7494831,51.82027908,0.012033292,21.82394632,2.537126865,82.41059703,708.8823465,B,NA
20290_6,NB3999,El Centro,2022,CA_22,20290,6,8,Small,0.016029965,0.000544216,29.45517322,3.572627461,0.099064597,182.031898,22.07870763,0.204019121,374.8865781,45.47011399,0.023123217,42.48907448,5.15351355,77.31217975,637.414248,B,NA
20290_7,NB3999,El Centro,2022,CA_22,20290,7,8,Small,0.006591227,0.000525006,12.55456816,1.56932102,0.107495061,204.7500496,25.59375619,0.224174754,426.9944257,53.37430322,0.013334198,25.39816807,3.174771008,86.01552523,688.1242018,B,NA
30002_1,NB3999,El Centro,2023,CA_23,30002,1,52,Neg,0.015294755,0.000528881,28.91909709,4.093600211,0.076581933,144.7999935,20.49694989,0.299139258,565.6081131,80.0638237,0.021115594,39.92505483,5.651532356,107.8765415,762.0900958,A,NA
30002_2,NB3999,El Centro,2023,CA_23,30002,2,52,Neg,0.022184416,0.000515643,43.02285302,5.744039121,0.179893429,348.872309,46.57841242,0.502581996,974.6711838,130.1296641,0.034828821,67.54449715,9.017956896,178.9857352,1340.603157,A,NA
30002_3,NB3999,El Centro,2023,CA_23,30002,3,52,Neg,0.018277297,0.000508849,35.91889857,4.764822213,0.095618624,187.9115712,24.92741327,0.240545202,472.7240883,62.70922347,0.016906214,33.22441909,4.407385984,98.70513964,744.0739108,A,NA
30002_4,NB3999,El Centro,2023,CA_23,30002,4,52,Neg,0.016293112,0.000504329,32.3065081,4.126151899,0.141302595,280.179337,35.78419864,0.336748688,667.7161458,85.27997623,0.021084671,41.80736483,5.339590935,127.5962228,999.0394213,A,NA
30002_5,NB3999,El Centro,2023,CA_23,30002,5,52,Neg,0.009267917,0.0005147,18.00644648,2.360135622,0.088890036,172.7026356,22.63642872,0.261125475,507.3353525,66.49730911,0.013543418,26.31323024,3.448919923,96.88563604,739.1804115,A,NA
30002_6,NB3999,El Centro,2023,CA_23,30002,6,52,Neg,0.021408306,0.00050206,42.64090692,5.685981467,0.133645247,266.1936277,35.49577492,0.367255137,731.4961019,97.54185781,0.034332876,68.38397188,9.118708417,139.5706146,1046.68255,A,NA
30002_7,NB3999,El Centro,2023,CA_23,30002,7,52,Neg,0.01968396,0.000509115,38.66305534,5.110485913,0.076260719,149.790608,19.79933519,0.24285041,477.0045582,63.05050271,0.021780278,42.78062321,5.654746381,89.71414068,678.7266113,A,NA
30002_8,NB3999,El Centro,2023,CA_23,30002,8,52,Neg,0.020442728,0.000502474,40.6841663,5.116168763,0.113577183,226.0360213,28.42477889,0.26622456,529.8277234,66.62759238,0.024311684,48.3839815,6.084446047,100.9356302,802.647871,A,NA
30002_9,NB3999,El Centro,2023,CA_23,30002,9,52,Neg,0.009786594,0.000503281,19.44558213,2.393695018,0.091887213,182.5763257,22.47461858,0.215685678,428.5590706,52.75438428,0.017255569,34.28614585,4.220525565,82.33832952,668.8892014,A,NA
30002_10,NB3999,El Centro,2023,CA_23,30002,10,52,Neg,0.010733024,0.000528164,20.32137671,2.548736392,0.088954236,168.4215519,21.12367408,0.289169319,547.49889,68.66810084,0.016544768,31.32504564,3.928832427,97.28552572,775.6690034,A,NA
30014_1,NB3999,El Centro,2023,CA_23,30014,1,17,Small,0.018313386,0.000531786,34.43749248,4.449745178,0.075916286,142.7571343,18.44596759,0.288093969,541.7476485,70.00042144,0.031565856,59.35816122,7.669800346,94.8640431,734.1723266,A,NA
30014_3,NB3999,El Centro,2023,CA_23,30014,3,17,Small,0.022493176,0.000521997,43.09064983,5.933690367,0.10062815,192.7754569,26.54566306,0.266129437,509.8297425,70.204832,0.030072029,57.60961649,7.932988427,102.2895169,742.8297535,A,NA
30014_4,NB3999,El Centro,2023,CA_23,30014,4,17,Small,0.022634224,0.000530363,42.67681388,5.796126004,0.101347297,191.0902614,25.9528098,0.268768057,506.7619937,68.82557768,0.030448669,57.41094526,7.797233261,100.7284592,741.6625699,A,NA
30014_5,NB3999,El Centro,2023,CA_23,30014,5,17,Small,0.01471192,0.000491918,29.90728167,3.897757754,0.080813034,164.2816323,21.41050508,0.209981401,426.8629155,55.63221215,0.013450328,27.34264176,3.563513231,87.56109716,671.8515007,A,NA
30014_7,NB3999,El Centro,2023,CA_23,30014,7,17,Small,0.016398271,0.000518408,31.63198636,3.882565807,0.119362245,230.24774,28.26101378,0.324113593,625.2096069,76.73933007,0.020935513,40.38424841,4.956833891,110.4215299,899.6247586,A,NA
30014_9,NB3999,El Centro,2023,CA_23,30014,9,17,Small,0.014974366,0.000522662,28.65016287,3.485976151,0.066416291,127.0729983,15.4614633,0.222862917,426.3992863,51.88165072,0.016448575,31.47073877,3.829166532,74.34789095,611.042386,A,NA
30014_10,NB3999,El Centro,2023,CA_23,30014,10,17,Small,0.005588057,0.00052595,10.62469952,1.247972901,0.123364152,234.5550447,27.55074051,0.309140762,587.7763035,69.03996645,0.017054516,32.42613594,3.808760789,101.3412483,862.7753949,A,NA
30020_1,NB3999,El Centro,2023,CA_23,30020,1,67,Large,0.014139611,0.000497834,28.40227848,3.769336142,0.107930258,216.7998342,28.77203853,0.31589503,634.5392979,84.21126887,0.021221738,42.62816901,5.657289019,65.2706221,491.819863,A,NA
30020_2,NB3999,El Centro,2023,CA_23,30020,2,67,Large,0.015406129,0.000507891,30.33353838,4.203878097,0.128957363,253.9075969,35.18866054,0.327204716,644.2421061,89.28451553,0.018378748,36.1864079,5.015018217,130.8795842,944.3758357,A,NA
30020_3,NB3999,El Centro,2023,CA_23,30020,3,67,Large,0.021553563,0.000529212,40.72764205,4.891488892,0.136839518,258.5721371,31.05514271,0.364541082,688.8373184,82.73103773,0.024671311,46.61894242,5.599048398,120.2129732,1000.920384,A,NA
30020_5,NB3999,El Centro,2023,CA_23,30020,5,67,Large,0.019008898,0.000525649,36.1627118,4.697275704,0.12627498,240.2267401,31.20372265,0.355754991,676.7917266,87.91036888,0.026586183,50.577811,6.569693226,125.5829001,966.8196017,A,NA
30020_6,NB3999,El Centro,2023,CA_23,30020,6,67,Large,0.021825934,0.000548897,39.76329379,5.254405745,0.113306473,206.4259251,27.27755836,0.353464763,643.9551843,85.09360009,0.034462667,62.78536195,8.296590525,117.9004262,892.2244514,A,NA
