Taxa,Interior,Color,Ratio,Total,Lutein,Alpha,Beta,Lycopene,Phytoene,Zeta
143642,1,1,16.44374178,2191.454326,114.8180816,418.324866,1469.71402,81.54657669,229.5610757,73.85436515
143644,1,1,8.23527665,62.65180438,7.60773524,14.66124964,47.99055474,NA,0,0
143646,1,1,19.79328213,356.2575592,16.27157978,85.13934358,236.9286258,NA,34.18958989,0
143648,1,1,15.85043781,508.4497108,28.79519765,126.3820551,330.0344344,NA,52.03322127,0
143650,1,1,19.15798843,637.8392576,30.64537952,125.7865311,461.3172952,NA,50.73543139,0
143652,1,1,12.62348021,277.1653971,18.53448458,60.03146309,173.9382362,NA,43.19569783,0
143656,1,1,20.09157172,1921.382233,91.07907437,379.1615658,1450.76019,26.50563142,91.46047753,0
143660,1,1,15.80848709,444.9826853,25.86253373,88.31654246,320.5309882,NA,36.13515471,0
143662,1,1,17.94923499,516.9446232,27.08617529,94.19912825,391.9769971,NA,30.76849789,0
143664,1,1,12.74571859,256.4139452,18.56640368,59.18697299,177.4551835,NA,19.77178871,0
143666,1,1,16.32582016,151.9331803,9.306312258,26.65515346,125.2780269,NA,0,0
143668,1,1,19.39867704,359.6944721,18.54221664,56.52764874,303.1668234,NA,0,0
143670,1,1,21.21167161,755.7452328,32.23286939,165.4714051,518.2416355,NA,72.03219225,0
143672,1,1,17.81512951,787.0395255,42.09668721,172.8559074,577.1020271,NA,37.08159103,0
143674,2,1,19.06543647,351.3471241,16.48196905,54.97508474,259.260849,NA,37.1111904,0
143676,2,1,11.92521841,198.351367,16.63293368,34.32147249,164.0298945,NA,0,0
143680,2,1,22.98149155,845.1728579,31.0808218,149.7075968,564.5760466,NA,130.8892145,0
143684,1,1,9.842237079,2854.079808,261.919884,628.9877737,1948.88982,94.55391866,183.6962091,92.50600535
143686,1,1,24.59257594,1812.297644,68.88204374,292.228903,1401.757989,NA,118.3107521,0
143688,1,1,14.50258249,1063.612646,67.16028847,282.8828522,691.1147713,NA,89.61502298,0
143690,1,1,6.415352129,1319.257544,178.5526175,367.7605496,777.7173653,48.72152926,129.4743856,44.30524391
143692,1,1,14.39521324,1661.409577,95.74608761,336.4230765,1041.862272,60.04766216,283.1242288,0
143694,2,1,8.331810759,564.361901,59.83160465,116.183669,382.3219384,NA,65.85629364,0
143696,1,1,21.69508825,1033.691518,44.08281154,224.8686034,731.5118833,NA,77.3110314,0
143708,2,1,5.002612143,249.6172001,43.65493434,35.65375794,182.7349467,NA,31.22849555,0
143710,1,1,NA,1560.938883,NA,393.6099448,995.9647512,NA,171.3641875,0
143714,1,1,16.91733714,1212.864636,66.49164682,278.9954874,845.8661187,61.87146949,88.00303037,0
143718,2,1,NA,581.2756252,NA,39.5650214,491.6043433,NA,50.10626055,0
143722,1,1,3.458216345,1446.893319,248.1810607,85.72213247,772.5416681,140.9015382,455.1894557,133.4400629
143726,1,1,11.74264002,871.3604086,71.87992999,143.1728435,700.8872993,NA,27.30026581,0
143730,2,1,17.19617694,1641.906977,70.56492437,110.916726,1102.5302,121.8670588,428.4600518,0
143736,2,1,23.29870098,2466.13602,99.56851449,476.4919054,1843.325141,62.1244654,146.3189732,0
143738,1,1,17.59540699,1153.817001,59.20180698,200.0707089,841.6091795,NA,112.1371123,0
143740,2,1,4.114068694,727.9129934,130.7026728,59.3225744,478.3972,NA,190.193219,0
143760,1,1,8.488685849,370.665058,38.96937744,78.70716738,252.0916355,NA,39.86625518,0
143764,2,1,9.205474785,1055.337559,100.4805216,238.3826621,686.588246,NA,130.3666513,0
143766,1,1,14.78143535,908.6792379,58.24511582,228.0874464,632.8589675,NA,47.73282401,0
143768,1,1,16.14194773,1559.229946,83.87046412,266.5354892,1087.297159,NA,143.4244216,61.97287698
143770,1,1,12.14788177,1367.44041,98.58933923,278.822554,918.8290829,NA,169.7887731,0
143774,1,1,13.84113779,1369.135159,89.0537707,391.6464269,840.9590839,NA,136.5296482,0
143776,2,1,9.338074827,209.2410357,19.86431231,39.28736749,146.2070673,NA,23.74660094,0
143778,1,1,16.08937791,1467.956245,83.98033893,344.6962403,1006.49517,NA,116.7648351,0
143780,2,1,10.33047615,1576.664371,140.6162153,363.7733599,1088.859098,70.56622003,124.0319134,0
143782,1,1,8.24764869,1302.795897,138.8748484,381.2031394,764.1878218,NA,157.4049355,0
143784,1,1,12.3543005,1774.197548,119.1474796,323.4582543,1148.525512,53.51090804,302.2137813,0
143786,2,1,14.39818477,1278.854967,71.74708503,229.5666013,803.4611855,NA,200.2806616,45.5465187
143788,1,1,3.715870622,626.6838499,108.5558438,20.85279336,382.5266775,NA,167.0133109,56.29106817
143792,1,1,1.184989391,179.0861581,111.4487779,0,132.0656194,NA,47.02053868,0
143796,2,1,24.11751402,2811.744217,103.984537,814.3137989,1693.534729,60.16852568,255.4705027,48.42518677
143798,2,1,12.49205807,2037.037913,152.7239063,562.8020406,1345.033866,59.22441793,129.2020071,0
143800,2,1,21.1376755,1536.183786,68.76765413,650.1951822,803.3931756,NA,82.59542804,0
143802,2,1,12.1338156,1661.254636,125.3046207,390.2392011,1130.18396,56.19347555,140.8314754,0
143804,1,1,9.87745733,1514.923344,136.2118733,417.8867283,927.5402376,68.80432184,169.4963782,0
143806,2,1,11.88871329,2353.7142,169.3089258,684.5998261,1328.265451,65.27590262,281.577857,59.27106584
143812,1,1,12.10959442,547.5263549,38.03971385,134.7415438,325.9039628,NA,86.88084841,0
143814,1,1,28.63350529,2489.354799,79.15324631,689.7464813,1576.688416,NA,179.4847696,43.43513223
143816,1,1,16.90540705,NA,26.38364495,76.52670759,369.4995497,NA,NA,0
143818,1,1,11.28436701,720.8757039,60.7720901,261.1106822,424.6638866,NA,35.1011351,0
143820,1,1,22.50891573,2634.963543,103.9157615,591.206969,1747.824149,74.87708617,218.0610032,77.8714222
143822,2,1,10.10961578,2058.003923,198.9980528,701.772104,1310.021752,NA,46.21006773,0
143824,1,1,33.23413303,4040.012141,118.3824633,1210.889022,2723.44951,81.3442616,105.6736091,0
143826,1,1,25.53728234,1476.78919,56.85358653,451.7101933,1000.175898,NA,24.90309848,0
143828,1,1,32.83624472,1773.587188,50.41792551,575.039748,1080.495593,NA,118.0518475,0
143830,2,1,8.662608629,1855.26108,166.3084387,313.4493312,1127.215585,NA,291.8758763,122.7202878
143832,1,1,32.83408365,4142.974415,119.3502697,1254.505282,2664.251456,100.6013657,188.885731,35.33194664
143836,1,1,24.43863838,3286.91821,127.0239573,806.7238916,2297.568665,NA,122.4493162,60.17633712
143842,1,1,17.45182039,2217.80225,116.8919082,415.6716261,1624.304961,97.06288833,138.6719763,39.15368717
143844,1,1,16.3164557,1182.523601,68.2024855,360.5211312,752.3017018,NA,69.70076795,0
143846,1,1,20.23418496,652.8925026,28.4711698,128.3398809,447.751035,NA,76.80158671,0
143848,1,1,14.33603437,2784.399937,174.0621206,676.4057434,1818.954799,77.95356149,179.3655674,109.6738274
143850,1,1,17.26769465,1276.27478,60.79769015,296.3706037,753.4653451,NA,184.6331448,41.80568624
143852,1,1,16.19532572,2041.057942,110.4329905,517.9089437,1270.589307,71.54373082,216.4966749,36.06301712
143854,2,1,13.021794,1163.300248,78.74896047,285.5997217,739.8530189,NA,137.8475079,0
143856,1,1,18.19854652,902.630887,44.60402189,231.2341161,580.4942515,NA,90.90251949,0
143860,1,1,35.43645482,3633.605498,98.06189031,1081.22244,2393.743306,53.37458121,132.9777719,25.6619805
143868,1,1,40.21741118,3154.455426,76.45006228,966.7120658,2107.911524,NA,79.8318372,0
143870,1,1,20.95685301,2126.111374,99.31092247,498.9774542,1582.266951,33.77100885,44.86696894,0
143872,1,1,20.15886229,2363.153446,109.2092008,884.1062757,1317.426963,53.46374545,112.2921098,49.32809785
143874,1,1,22.42380426,3363.57868,146.8589605,1127.513145,2165.623438,93.54790273,70.44209704,0
143876,1,1,18.25535549,1533.807813,77.15794912,346.0074253,1062.538365,NA,125.2620235,0
143878,1,1,10.11820899,2233.232243,191.4077649,283.7557773,1652.94799,170.0968956,216.6151112,79.91336456
143880,1,1,25.23039019,4465.09984,154.9275538,1194.225109,2714.657524,92.05425629,387.0971152,169.1200922
143884,1,1,16.37514535,158.5814039,9.684274584,26.69931981,131.8820841,NA,0,0
143898,1,1,19.64194903,2438.943087,112.5396905,463.8387447,1746.660119,56.20359153,198.1183473,30.32587664
143900,1,1,29.58566124,2310.057718,73.20221377,450.7505184,1714.98538,74.83656657,144.3218195,0
143902,1,1,14.41650606,1470.355629,93.20214452,279.2778108,1064.371471,81.13291727,126.7063473,0
143904,1,1,4.920642375,37.1205776,7.54384789,0,37.1205776,NA,0,0
143906,1,1,12.11722253,1203.45097,93.26413026,313.3636115,816.7386087,22.23512906,73.34875008,0
143908,1,1,10.82349381,1084.411903,95.72341039,297.1718143,738.889926,NA,48.35016292,0
143910,1,1,19.23985356,1818.645609,87.91708112,415.6402392,1275.871527,59.19335114,127.1338435,0
143912,1,1,7.827345247,1716.871034,190.1671934,594.8495423,893.6547351,100.213316,154.0462763,74.32048021
143914,1,1,13.40778194,1022.512003,73.79844248,276.3473631,713.1260615,23.48934583,33.03857791,0
143916,1,1,16.34639453,1231.307393,73.11053833,304.2732793,890.8204243,55.30227548,36.213689,0
143918,1,1,14.61476366,1456.372508,95.99968424,355.313601,1047.699096,70.40642382,53.35981132,0
143920,1,1,14.43044357,1767.545256,117.7462611,353.1717863,1345.95899,78.67497775,52.09290618,16.32157441
143922,1,1,14.51627085,2284.870644,154.7003582,454.1848287,1791.487471,90.386483,39.19834478,0
143924,1,1,21.55835346,1719.368746,76.81520478,444.302475,1211.706861,60.95216477,63.3594103,0
143926,1,1,12.20062106,2458.692358,176.0510473,578.472193,1569.459923,127.0612302,310.7602424,0
143928,1,1,11.93800809,1217.767997,82.54381096,242.9871396,742.4215432,NA,232.3593144,0
143930,1,1,10.74130065,1475.209788,123.8916095,467.4454718,863.3115533,64.88947068,144.4527634,0
143932,1,1,16.91211765,3483.973616,195.9487067,955.7609288,2358.146652,92.14176498,158.0148178,12.05121751
143934,1,1,13.70226955,3308.342901,188.3142991,729.8530874,1850.480199,84.21767002,509.8502625,218.1593531
143936,1,1,28.10501259,2800.171555,95.97611819,759.4125232,1937.997487,86.45912742,102.7615452,0
